Objective,Arch,Prompt,Model,Scenario,num_runs,num_seeds,seeds,mean_total_deliveries,std_total_deliveries,mean_total_steps,std_total_steps,mean_deliveries_per_1000_steps,std_deliveries_per_1000_steps,mean_llm_calls_per_1000_steps,std_llm_calls_per_1000_steps,mean_llm_calls_per_delivery,std_llm_calls_per_delivery,mean_invalid_action_rate,std_invalid_action_rate,mean_json_failure_rate,std_json_failure_rate,mean_charging_station_utilization_rate,std_charging_station_utilization_rate,mean_steps_to_first_delivery,std_steps_to_first_delivery
Battery + Shelf,Shared,Json,llama 1b (3.2),medium_agv_heavy_6v2,1,1,0,3,,595,,5.04201680672,,3934.45378151,,780.333333333,,0,,0,,0.00357142857143,,29,
Battery + Shelf,Shared,Json,llama 3b (3.2),tiny_balanced_1v1,1,1,0,2,,585,,3.4188034188,,562.393162393,,164.5,,0,,0,,0.11452991453,,35,
Battery + Shelf,Shared,Json,llama 3b (3.2),small_picker_heavy_2v4,1,1,0,17,,3497,,4.86130969402,,1763.51158136,,362.764705882,,0,,0,,0.16881136212,,34,
Battery + Shelf,Shared,Json,llama 3b (3.2),small_balanced_2v2,1,1,0,2,,573,,3.49040139616,,743.455497382,,213,,0,,0,,0.0885689354276,,39,
Battery + Shelf,Shared,Json,llama 3b (3.2),small_agv_heavy_4v2,1,1,0,10,,2493,,4.01123144805,,1267.95026073,,316.1,,0,,0,,0.111579088113,,58,
Battery + Shelf,Shared,Json,llama 3b (3.2),medium_balanced_4v4,1,1,0,7,,1145,,6.1135371179,,2372.92576419,,388.142857143,,0,,0,,0.146179039301,,46,
Battery + Shelf,Shared,Json,llama 3b (3.2),medium_agv_heavy_6v2,1,1,0,3,,592,,5.06756756757,,1432.43243243,,282.666666667,,0,,0,,0.0644003378378,,40,
Battery + Shelf,Shared,Json,mistral 7b,tiny_balanced_1v1,1,1,0,1,,534,,1.87265917603,,455.056179775,,243,,0.00411522633745,,0,,0.0758426966292,,34,
Battery + Shelf,Shared,Json,mistral 7b,small_picker_heavy_2v4,1,1,0,4,,705,,5.67375886525,,3072.34042553,,541.5,,0.0129270544783,,0,,0.446808510638,,24,
Battery + Shelf,Shared,Json,mistral 7b,small_balanced_2v2,1,1,0,0,,500,,0,,278,,,,0,,0,,0.094,,,
Battery + Shelf,Shared,Json,mistral 7b,small_agv_heavy_4v2,1,1,0,6,,812,,7.38916256158,,1219.21182266,,165,,0,,0,,0.146756978654,,41,
Battery + Shelf,Shared,Json,mistral 7b,medium_balanced_4v4,1,1,0,7,,838,,8.35322195704,,1460.62052506,,174.857142857,,0.00571895424837,,0,,0.123210023866,,46,
Battery + Shelf,Shared,Json,mistral 7b,medium_agv_heavy_6v2,1,1,0,5,,755,,6.62251655629,,805.298013245,,121.6,,0.00493421052632,,0,,0.0756622516556,,39,
Battery + Shelf,Shared,Json,gemma 12b,tiny_balanced_1v1,1,1,0,6,,1180,,5.08474576271,,1429.66101695,,281.166666667,,0,,0,,0.0843220338983,,35,
Battery + Shelf,Shared,Json,gemma 12b,small_picker_heavy_2v4,1,1,0,0,,500,,0,,4042,,,,0,,0,,0.322333333333,,,
Battery + Shelf,Shared,Json,gemma 12b,small_balanced_2v2,1,1,0,1,,618,,1.61812297735,,467.637540453,,289,,0,,0,,0.107200647249,,118,
Battery + Shelf,Shared,Json,gemma 12b,small_agv_heavy_4v2,1,1,0,6,,831,,7.2202166065,,1641.39590854,,227.333333333,,0,,0,,0.108704372242,,84,
Battery + Shelf,Shared,Json,gemma 12b,medium_balanced_4v4,1,1,0,2,,1053,,1.89933523267,,4703.7037037,,2476.5,,0,,0,,0.136752136752,,168,
Battery + Shelf,Shared,Json,gemma 12b,medium_agv_heavy_6v2,1,1,0,1,,778,,1.2853470437,,3614.39588689,,2812,,0,,0,,0.162275064267,,278,
Battery + Shelf,Shared,Natural,llama 1b (3.2),tiny_balanced_1v1,1,1,0,3,,724,,4.14364640884,,716.850828729,,173,,0,,,,0.497237569061,,61,
Battery + Shelf,Shared,Natural,llama 1b (3.2),small_picker_heavy_2v4,1,1,0,2,,600,,3.33333333333,,2501.66666667,,750.5,,0,,,,0.588333333333,,92,
Battery + Shelf,Shared,Natural,llama 1b (3.2),small_balanced_2v2,1,1,0,0,,500,,0,,604,,,,0,,,,0.0985,,,
Battery + Shelf,Shared,Natural,llama 1b (3.2),small_agv_heavy_4v2,1,1,0,8,,989,,8.08897876643,,1206.26895854,,149.125,,0,,,,0.164307381193,,75,
Battery + Shelf,Shared,Natural,llama 1b (3.2),medium_balanced_4v4,1,1,0,8,,832,,9.61538461538,,2623.79807692,,272.875,,0,,,,0.0174278846154,,42,
Battery + Shelf,Shared,Natural,llama 1b (3.2),medium_agv_heavy_6v2,1,1,0,9,,910,,9.89010989011,,2993.40659341,,302.666666667,,0,,,,0.241071428571,,75,
Battery + Shelf,Shared,Natural,llama 3b (3.2),tiny_balanced_1v1,1,1,0,2,,633,,3.15955766193,,960.505529226,,304,,0,,,,0.14691943128,,37,
Battery + Shelf,Shared,Natural,llama 3b (3.2),small_picker_heavy_2v4,1,1,0,18,,2451,,7.34394124847,,2090.5752754,,284.666666667,,0,,,,0.15605875153,,213,
Battery + Shelf,Shared,Natural,llama 3b (3.2),small_balanced_2v2,1,1,0,18,,2691,,6.6889632107,,1170.19695281,,174.944444444,,0,,,,0.183110367893,,70,
Battery + Shelf,Shared,Natural,llama 3b (3.2),small_agv_heavy_4v2,1,1,0,20,,1132,,17.667844523,,2085.68904594,,118.05,,0,,,,0.136778563015,,31,
Battery + Shelf,Shared,Natural,llama 3b (3.2),medium_balanced_4v4,1,1,0,20,,1526,,13.1061598952,,2828.96461337,,215.85,,0,,,,0.144495412844,,113,
Battery + Shelf,Shared,Natural,llama 3b (3.2),medium_agv_heavy_6v2,1,1,0,20,,1138,,17.5746924429,,2431.45869947,,138.35,,0,,,,0.0968804920914,,45,
Battery + Shelf,Shared,Natural,mistral 7b,tiny_balanced_1v1,1,1,0,3,,719,,4.17246175243,,1105.70236439,,265,,0.438993710692,,,,0.355354659249,,40,
Battery + Shelf,Shared,Natural,gemma 12b,tiny_balanced_1v1,1,1,0,15,,1827,,8.21018062397,,656.267104543,,79.9333333333,,0,,,,0.117952928298,,35,
Battery + Shelf,Shared,Natural,gemma 12b,small_picker_heavy_2v4,1,1,0,6,,933,,6.4308681672,,939.978563773,,146.166666667,,0,,,,0.141836370132,,24,
Battery + Shelf,Shared,Natural,gemma 12b,small_balanced_2v2,1,1,0,0,,500,,0,,266,,,,0,,,,0.1,,,
Battery + Shelf,Shared,Natural,gemma 12b,small_agv_heavy_4v2,1,1,0,14,,1878,,7.45473908413,,861.55484558,,115.571428571,,0,,,,0.0850195243166,,41,
Battery + Shelf,Shared,Natural,gemma 12b,medium_balanced_4v4,1,1,0,4,,601,,6.65557404326,,1499.16805324,,225.25,,0,,,,0.116264559068,,46,
Battery + Shelf,Shared,Natural,gemma 12b,medium_agv_heavy_6v2,1,1,0,9,,1003,,8.97308075773,,1281.15653041,,142.777777778,,0,,,,0.104935194417,,40,
